"away_score","home_score","away_team","home_team","year","team","game_date"
"10","34","Falcons","Panthers",2013,"panthers","11-03-2013"
"10","09","Panthers","49ers",2013,"panthers","11-10-2013"
"20","24","Patriots","Panthers",2013,"panthers","11-18-2013"
"20","16","Panthers","Dolphins",2013,"panthers","11-24-2013"
"06","27","Buccaneers","Panthers",2013,"panthers","12-01-2013"
"13","31","Panthers","Saints",2013,"panthers","12-08-2013"
"20","30","Jets","Panthers",2013,"panthers","12-15-2013"
"13","17","Saints","Panthers",2013,"panthers","12-22-2013"
"21","20","Panthers","Falcons",2013,"panthers","12-29-2013"
"28","02","Chiefs","Jaguars",2013,"jaguars","09-08-2013"
"09","19","Jaguars","Raiders",2013,"jaguars","09-15-2013"
"17","45","Jaguars","Seahawks",2013,"jaguars","09-22-2013"
"37","03","Colts","Jaguars",2013,"jaguars","09-29-2013"
"20","34","Jaguars","Rams",2013,"jaguars","10-06-2013"
"19","35","Jaguars","Broncos",2013,"jaguars","10-13-2013"
"24","06","Chargers","Jaguars",2013,"jaguars","10-20-2013"
"42","10","49ers","Jaguars",2013,"jaguars","10-27-2013"
"29","27","Jaguars","Titans",2013,"jaguars","11-10-2013"
"27","14","Cardinals","Jaguars",2013,"jaguars","11-17-2013"
"13","06","Jaguars","Texans",2013,"jaguars","11-24-2013"
"32","28","Jaguars","Browns",2013,"jaguars","12-01-2013"
"20","27","Texans","Jaguars",2013,"jaguars","12-05-2013"
"27","20","Bills","Jaguars",2013,"jaguars","12-15-2013"
"20","16","Titans","Jaguars",2013,"jaguars","12-22-2013"
"10","30","Jaguars","Colts",2013,"jaguars","12-29-2013"
"17","23","Falcons","Saints",2013,"saints","09-08-2013"
"16","14","Saints","Buccaneers",2013,"saints","09-15-2013"
"07","31","Cardinals","Saints",2013,"saints","09-22-2013"
"17","38","Dolphins","Saints",2013,"saints","09-30-2013"
"26","18","Saints","Bears",2013,"saints","10-06-2013"
"27","30","Saints","Patriots",2013,"saints","10-13-2013"
"17","35","Bills","Saints",2013,"saints","10-27-2013"
"20","26","Saints","Jets",2013,"saints","11-03-2013"
"17","49","Cowboys","Saints",2013,"saints","11-10-2013"
"20","23","49ers","Saints",2013,"saints","11-17-2013"
"17","13","Saints","Falcons",2013,"saints","11-21-2013"
"07","34","Saints","Seahawks",2013,"saints","12-02-2013"
"13","31","Panthers","Saints",2013,"saints","12-08-2013"
"16","27","Saints","Rams",2013,"saints","12-15-2013"
"13","17","Saints","Panthers",2013,"saints","12-22-2013"
"17","42","Buccaneers","Saints",2013,"saints","12-29-2013"
"17","23","Falcons","Saints",2013,"falcons","09-08-2013"
"24","31","Rams","Falcons",2013,"falcons","09-15-2013"
"23","27","Falcons","Dolphins",2013,"falcons","09-22-2013"
"30","23","Patriots","Falcons",2013,"falcons","09-29-2013"
"30","28","Jets","Falcons",2013,"falcons","10-07-2013"
"23","31","Buccaneers","Falcons",2013,"falcons","10-20-2013"
"13","27","Falcons","Cardinals",2013,"falcons","10-27-2013"
"10","34","Falcons","Panthers",2013,"falcons","11-03-2013"
"33","10","Seahawks","Falcons",2013,"falcons","11-10-2013"
"28","41","Falcons","Buccaneers",2013,"falcons","11-17-2013"
"17","13","Saints","Falcons",2013,"falcons","11-21-2013"
"34","31","Falcons","Bills",2013,"falcons","12-01-2013"
"21","22","Falcons","Packers",2013,"falcons","12-08-2013"
"26","27","Redskins","Falcons",2013,"falcons","12-15-2013"
"24","34","Falcons","49ers",2013,"falcons","12-23-2013"
"21","20","Panthers","Falcons",2013,"falcons","12-29-2013"
"24","27","Cardinals","Rams",2013,"cardinals","09-08-2013"
"21","25","Lions","Cardinals",2013,"cardinals","09-15-2013"
"07","31","Cardinals","Saints",2013,"cardinals","09-22-2013"
"13","10","Cardinals","Buccaneers",2013,"cardinals","09-29-2013"
"06","22","Panthers","Cardinals",2013,"cardinals","10-06-2013"
"20","32","Cardinals","49ers",2013,"cardinals","10-13-2013"
"34","22","Seahawks","Cardinals",2013,"cardinals","10-17-2013"
"13","27","Falcons","Cardinals",2013,"cardinals","10-27-2013"
"24","27","Texans","Cardinals",2013,"cardinals","11-10-2013"
"27","14","Cardinals","Jaguars",2013,"cardinals","11-17-2013"
"11","40","Colts","Cardinals",2013,"cardinals","11-24-2013"
"21","24","Cardinals","Eagles",2013,"cardinals","12-01-2013"
"10","30","Rams","Cardinals",2013,"cardinals","12-08-2013"
"37","34","Cardinals","Titans",2013,"cardinals","12-15-2013"
"17","10","Cardinals","Seahawks",2013,"cardinals","12-22-2013"
"23","20","49ers","Cardinals",2013,"cardinals","12-29-2013"
"21","24","Bengals","Bears",2013,"bears","09-08-2013"
"30","31","Vikings","Bears",2013,"bears","09-15-2013"
"40","23","Bears","Steelers",2013,"bears","09-22-2013"
"32","40","Bears","Lions",2013,"bears","09-29-2013"
"26","18","Saints","Bears",2013,"bears","10-06-2013"
"21","27","Giants","Bears",2013,"bears","10-10-2013"
"41","45","Bears","Redskins",2013,"bears","10-20-2013"
"27","20","Bears","Packers",2013,"bears","11-04-2013"
"21","19","Lions","Bears",2013,"bears","11-10-2013"
"20","23","Ravens","Bears",2013,"bears","11-17-2013"
"21","42","Bears","Rams",2013,"bears","11-24-2013"
"20","23","Bears","Vikings",2013,"bears","12-01-2013"
"28","45","Cowboys","Bears",2013,"bears","12-09-2013"
"38","31","Bears","Browns",2013,"bears","12-15-2013"
"11","54","Bears","Eagles",2013,"bears","12-22-2013"
"33","28","Packers","Bears",2013,"bears","12-29-2013"
"16","09","Titans","Steelers",2013,"titans","09-08-2013"
"24","30","Titans","Texans",2013,"titans","09-15-2013"
"17","20","Chargers","Titans",2013,"titans","09-22-2013"
"13","38","Jets","Titans",2013,"titans","09-29-2013"
"26","17","Chiefs","Titans",2013,"titans","10-06-2013"
"13","20","Titans","Seahawks",2013,"titans","10-13-2013"
"31","17","49ers","Titans",2013,"titans","10-20-2013"
"28","21","Titans","Rams",2013,"titans","11-03-2013"
"29","27","Jaguars","Titans",2013,"titans","11-10-2013"
"30","27","Colts","Titans",2013,"titans","11-14-2013"
"23","19","Titans","Raiders",2013,"titans","11-24-2013"
"14","22","Titans","Colts",2013,"titans","12-01-2013"
"28","51","Titans","Broncos",2013,"titans","12-08-2013"
"37","34","Cardinals","Titans",2013,"titans","12-15-2013"
"20","16","Titans","Jaguars",2013,"titans","12-22-2013"
"10","16","Texans","Titans",2013,"titans","12-29-2013"
"17","21","Raiders","Colts",2013,"colts","09-08-2013"
"24","20","Dolphins","Colts",2013,"colts","09-15-2013"
"27","07","Colts","49ers",2013,"colts","09-22-2013"
"37","03","Colts","Jaguars",2013,"colts","09-29-2013"
"28","34","Seahawks","Colts",2013,"colts","10-06-2013"
"09","19","Colts","Chargers",2013,"colts","10-14-2013"
"33","39","Broncos","Colts",2013,"colts","10-20-2013"
"27","24","Colts","Texans",2013,"colts","11-03-2013"
"38","08","Rams","Colts",2013,"colts","11-10-2013"
"30","27","Colts","Titans",2013,"colts","11-14-2013"
"11","40","Colts","Cardinals",2013,"colts","11-24-2013"
"14","22","Titans","Colts",2013,"colts","12-01-2013"
"28","42","Colts","Bengals",2013,"colts","12-08-2013"
"03","25","Texans","Colts",2013,"colts","12-15-2013"
"23","07","Colts","Chiefs",2013,"colts","12-22-2013"
"10","30","Jaguars","Colts",2013,"colts","12-29-2013"
"27","49","Ravens","Broncos",2013,"broncos","09-05-2013"
"41","23","Broncos","Giants",2013,"broncos","09-15-2013"
"21","37","Raiders","Broncos",2013,"broncos","09-23-2013"
"20","52","Eagles","Broncos",2013,"broncos","09-29-2013"
"51","48","Broncos","Cowboys",2013,"broncos","10-06-2013"
"19","35","Jaguars","Broncos",2013,"broncos","10-13-2013"
"33","39","Broncos","Colts",2013,"broncos","10-20-2013"
"21","45","Redskins","Broncos",2013,"broncos","10-27-2013"
"28","20","Broncos","Chargers",2013,"broncos","11-10-2013"
"17","27","Chiefs","Broncos",2013,"broncos","11-17-2013"
"31","34","Broncos","Patriots",2013,"broncos","11-24-2013"
"35","28","Broncos","Chiefs",2013,"broncos","12-01-2013"
"28","51","Titans","Broncos",2013,"broncos","12-08-2013"
"27","20","Chargers","Broncos",2013,"broncos","12-12-2013"
"37","13","Broncos","Texans",2013,"broncos","12-22-2013"
"34","14","Broncos","Raiders",2013,"broncos","12-29-2013"
"17","34","Jaguars","Eagles",2014,"eagles","09-07-2014"
"30","27","Eagles","Colts",2014,"eagles","09-15-2014"
"34","37","Redskins","Eagles",2014,"eagles","09-21-2014"
"21","26","Eagles","49ers",2014,"eagles","09-28-2014"
"28","34","Rams","Eagles",2014,"eagles","10-05-2014"
"00","27","Giants","Eagles",2014,"eagles","10-12-2014"
"20","24","Eagles","Cardinals",2014,"eagles","10-26-2014"
"31","21","Eagles","Texans",2014,"eagles","11-02-2014"
"21","45","Panthers","Eagles",2014,"eagles","11-10-2014"
"20","53","Eagles","Packers",2014,"eagles","11-16-2014"
"24","43","Titans","Eagles",2014,"eagles","11-23-2014"
"33","10","Eagles","Cowboys",2014,"eagles","11-27-2014"
"24","14","Seahawks","Eagles",2014,"eagles","12-07-2014"
"38","27","Cowboys","Eagles",2014,"eagles","12-14-2014"
"24","27","Eagles","Redskins",2014,"eagles","12-20-2014"
"34","26","Eagles","Giants",2014,"eagles","12-28-2014"
"06","17","Redskins","Texans",2014,"redskins","09-07-2014"
"10","41","Jaguars","Redskins",2014,"redskins","09-14-2014"
"34","37","Redskins","Eagles",2014,"redskins","09-21-2014"
"45","14","Giants","Redskins",2014,"redskins","09-25-2014"
"27","17","Seahawks","Redskins",2014,"redskins","10-06-2014"
"20","30","Redskins","Cardinals",2014,"redskins","10-12-2014"
"17","19","Titans","Redskins",2014,"redskins","10-19-2014"
"20","17","Redskins","Cowboys",2014,"redskins","10-27-2014"
"26","29","Redskins","Vikings",2014,"redskins","11-02-2014"
"27","07","Buccaneers","Redskins",2014,"redskins","11-16-2014"
"13","17","Redskins","49ers",2014,"redskins","11-23-2014"
"27","49","Redskins","Colts",2014,"redskins","11-30-2014"
"24","00","Rams","Redskins",2014,"redskins","12-07-2014"
"13","24","Redskins","Giants",2014,"redskins","12-14-2014"
"24","27","Eagles","Redskins",2014,"redskins","12-20-2014"
"44","17","Cowboys","Redskins",2014,"redskins","12-28-2014"
"14","35","Giants","Lions",2014,"giants","09-08-2014"
"25","14","Cardinals","Giants",2014,"giants","09-14-2014"
"17","30","Texans","Giants",2014,"giants","09-21-2014"
"45","14","Giants","Redskins",2014,"giants","09-25-2014"
"20","30","Falcons","Giants",2014,"giants","10-05-2014"
"00","27","Giants","Eagles",2014,"giants","10-12-2014"
"21","31","Giants","Cowboys",2014,"giants","10-19-2014"
"40","24","Colts","Giants",2014,"giants","11-03-2014"
"17","38","Giants","Seahawks",2014,"giants","11-09-2014"
"16","10","49ers","Giants",2014,"giants","11-16-2014"
"31","28","Cowboys","Giants",2014,"giants","11-23-2014"
"24","25","Giants","Jaguars",2014,"giants","11-30-2014"
"36","07","Giants","Titans",2014,"giants","12-07-2014"
"13","24","Redskins","Giants",2014,"giants","12-14-2014"
"37","27","Giants","Rams",2014,"giants","12-21-2014"
"34","26","Eagles","Giants",2014,"giants","12-28-2014"
"28","17","49ers","Cowboys",2014,"cowboys","09-07-2014"
"26","10","Cowboys","Titans",2014,"cowboys","09-14-2014"
"34","31","Cowboys","Rams",2014,"cowboys","09-21-2014"
"17","38","Saints","Cowboys",2014,"cowboys","09-28-2014"
"17","20","Texans","Cowboys",2014,"cowboys","10-05-2014"
"30","23","Cowboys","Seahawks",2014,"cowboys","10-12-2014"
"21","31","Giants","Cowboys",2014,"cowboys","10-19-2014"
"20","17","Redskins","Cowboys",2014,"cowboys","10-27-2014"
"28","17","Cardinals","Cowboys",2014,"cowboys","11-02-2014"
"31","17","Cowboys","Jaguars",2014,"cowboys","11-09-2014"
"31","28","Cowboys","Giants",2014,"cowboys","11-23-2014"
"33","10","Eagles","Cowboys",2014,"cowboys","11-27-2014"
"41","28","Cowboys","Bears",2014,"cowboys","12-04-2014"
"38","27","Cowboys","Eagles",2014,"cowboys","12-14-2014"
"07","42","Colts","Cowboys",2014,"cowboys","12-21-2014"
"44","17","Cowboys","Redskins",2014,"cowboys","12-28-2014"
"20","33","Patriots","Dolphins",2014,"patriots","09-07-2014"
"30","07","Patriots","Vikings",2014,"patriots","09-14-2014"
"09","16","Raiders","Patriots",2014,"patriots","09-21-2014"
"14","41","Patriots","Chiefs",2014,"patriots","09-29-2014"
"17","43","Bengals","Patriots",2014,"patriots","10-05-2014"
"37","22","Patriots","Bills",2014,"patriots","10-12-2014"
"25","27","Jets","Patriots",2014,"patriots","10-16-2014"
"23","51","Bears","Patriots",2014,"patriots","10-26-2014"
"21","43","Broncos","Patriots",2014,"patriots","11-02-2014"
"42","20","Patriots","Colts",2014,"patriots","11-16-2014"
"09","34","Lions","Patriots",2014,"patriots","11-23-2014"
"21","26","Patriots","Packers",2014,"patriots","11-30-2014"
"23","14","Patriots","Chargers",2014,"patriots","12-07-2014"
"13","41","Dolphins","Patriots",2014,"patriots","12-14-2014"
"17","16","Patriots","Jets",2014,"patriots","12-21-2014"
"17","09","Bills","Patriots",2014,"patriots","12-28-2014"
"27","30","Browns","Steelers",2014,"steelers","09-07-2014"
"06","26","Steelers","Ravens",2014,"steelers","09-11-2014"
"37","19","Steelers","Panthers",2014,"steelers","09-21-2014"
"27","24","Buccaneers","Steelers",2014,"steelers","09-28-2014"
"17","09","Steelers","Jaguars",2014,"steelers","10-05-2014"
"10","31","Steelers","Browns",2014,"steelers","10-12-2014"
"23","30","Texans","Steelers",2014,"steelers","10-20-2014"
"34","51","Colts","Steelers",2014,"steelers","10-26-2014"
"23","43","Ravens","Steelers",2014,"steelers","11-02-2014"
"13","20","Steelers","Jets",2014,"steelers","11-09-2014"
"27","24","Steelers","Titans",2014,"steelers","11-17-2014"
"35","32","Saints","Steelers",2014,"steelers","11-30-2014"
"42","21","Steelers","Bengals",2014,"steelers","12-07-2014"
"27","20","Steelers","Falcons",2014,"steelers","12-14-2014"
"12","20","Chiefs","Steelers",2014,"steelers","12-21-2014"
"17","27","Bengals","Steelers",2014,"steelers","12-28-2014"
"26","10","Titans","Chiefs",2014,"chiefs","09-07-2014"
"17","24","Chiefs","Broncos",2014,"chiefs","09-14-2014"
"34","15","Chiefs","Dolphins",2014,"chiefs","09-21-2014"
"14","41","Patriots","Chiefs",2014,"chiefs","09-29-2014"
"17","22","Chiefs","49ers",2014,"chiefs","10-05-2014"
"23","20","Chiefs","Chargers",2014,"chiefs","10-19-2014"
"07","34","Rams","Chiefs",2014,"chiefs","10-26-2014"
"10","24","Jets","Chiefs",2014,"chiefs","11-02-2014"
"17","13","Chiefs","Bills",2014,"chiefs","11-09-2014"
"20","24","Seahawks","Chiefs",2014,"chiefs","11-16-2014"
"20","24","Chiefs","Raiders",2014,"chiefs","11-20-2014"
"29","16","Broncos","Chiefs",2014,"chiefs","11-30-2014"
"14","17","Chiefs","Cardinals",2014,"chiefs","12-07-2014"
"13","31","Raiders","Chiefs",2014,"chiefs","12-14-2014"
"12","20","Chiefs","Steelers",2014,"chiefs","12-21-2014"
"07","19","Chargers","Chiefs",2014,"chiefs","12-28-2014"
"14","19","Raiders","Jets",2014,"raiders","09-07-2014"
"30","14","Texans","Raiders",2014,"raiders","09-14-2014"
"09","16","Raiders","Patriots",2014,"raiders","09-21-2014"
"38","14","Dolphins","Raiders",2014,"raiders","09-28-2014"
"31","28","Chargers","Raiders",2014,"raiders","10-12-2014"
"24","13","Cardinals","Raiders",2014,"raiders","10-19-2014"
"13","23","Raiders","Browns",2014,"raiders","10-26-2014"
"24","30","Raiders","Seahawks",2014,"raiders","11-02-2014"
"41","17","Broncos","Raiders",2014,"raiders","11-09-2014"
"06","13","Raiders","Chargers",2014,"raiders","11-16-2014"
"20","24","Chiefs","Raiders",2014,"raiders","11-20-2014"
"00","52","Raiders","Rams",2014,"raiders","11-30-2014"
"13","24","49ers","Raiders",2014,"raiders","12-07-2014"
"13","31","Raiders","Chiefs",2014,"raiders","12-14-2014"
"24","26","Bills","Raiders",2014,"raiders","12-21-2014"
"14","47","Raiders","Broncos",2014,"raiders","12-28-2014"
"06","17","Redskins","Texans",2014,"texans","09-07-2014"
"30","14","Texans","Raiders",2014,"texans","09-14-2014"
"17","30","Texans","Giants",2014,"texans","09-21-2014"
"17","23","Bills","Texans",2014,"texans","09-28-2014"
"17","20","Texans","Cowboys",2014,"texans","10-05-2014"
"33","28","Colts","Texans",2014,"texans","10-09-2014"
"23","30","Texans","Steelers",2014,"texans","10-20-2014"
"30","16","Texans","Titans",2014,"texans","10-26-2014"
"31","21","Eagles","Texans",2014,"texans","11-02-2014"
"23","07","Texans","Browns",2014,"texans","11-16-2014"
"22","13","Bengals","Texans",2014,"texans","11-23-2014"
"21","45","Titans","Texans",2014,"texans","11-30-2014"
"27","13","Texans","Jaguars",2014,"texans","12-07-2014"
"10","17","Texans","Colts",2014,"texans","12-14-2014"
"13","25","Ravens","Texans",2014,"texans","12-21-2014"
"17","23","Jaguars","Texans",2014,"texans","12-28-2014"
"20","33","Patriots","Dolphins",2014,"dolphins","09-07-2014"
"10","29","Dolphins","Bills",2014,"dolphins","09-14-2014"
"34","15","Chiefs","Dolphins",2014,"dolphins","09-21-2014"
"38","14","Dolphins","Raiders",2014,"dolphins","09-28-2014"
"27","24","Packers","Dolphins",2014,"dolphins","10-12-2014"
"27","14","Dolphins","Bears",2014,"dolphins","10-19-2014"
"27","13","Dolphins","Jaguars",2014,"dolphins","10-26-2014"
"00","37","Chargers","Dolphins",2014,"dolphins","11-02-2014"
"16","20","Dolphins","Lions",2014,"dolphins","11-09-2014"
"09","22","Bills","Dolphins",2014,"dolphins","11-13-2014"
"36","39","Dolphins","Broncos",2014,"dolphins","11-23-2014"
"16","13","Dolphins","Jets",2014,"dolphins","12-01-2014"
"28","13","Ravens","Dolphins",2014,"dolphins","12-07-2014"
"13","41","Dolphins","Patriots",2014,"dolphins","12-14-2014"
"35","37","Vikings","Dolphins",2014,"dolphins","12-21-2014"
"37","24","Jets","Dolphins",2014,"dolphins","12-28-2014"
"23","16","Bengals","Ravens",2014,"ravens","09-07-2014"
"06","26","Steelers","Ravens",2014,"ravens","09-11-2014"
"23","21","Ravens","Browns",2014,"ravens","09-21-2014"
"10","38","Panthers","Ravens",2014,"ravens","09-28-2014"
"13","20","Ravens","Colts",2014,"ravens","10-05-2014"
"48","17","Ravens","Buccaneers",2014,"ravens","10-12-2014"
"07","29","Falcons","Ravens",2014,"ravens","10-19-2014"
"24","27","Ravens","Bengals",2014,"ravens","10-26-2014"
"23","43","Ravens","Steelers",2014,"ravens","11-02-2014"
"07","21","Titans","Ravens",2014,"ravens","11-09-2014"
"34","27","Ravens","Saints",2014,"ravens","11-24-2014"
"34","33","Chargers","Ravens",2014,"ravens","11-30-2014"
"28","13","Ravens","Dolphins",2014,"ravens","12-07-2014"
"12","20","Jaguars","Ravens",2014,"ravens","12-14-2014"
"13","25","Ravens","Texans",2014,"ravens","12-21-2014"
"10","20","Browns","Ravens",2014,"ravens","12-28-2014"
"27","30","Browns","Steelers",2014,"browns","09-07-2014"
"24","26","Saints","Browns",2014,"browns","09-14-2014"
"23","21","Ravens","Browns",2014,"browns","09-21-2014"
"29","28","Browns","Titans",2014,"browns","10-05-2014"
"10","31","Steelers","Browns",2014,"browns","10-12-2014"
"06","24","Browns","Jaguars",2014,"browns","10-19-2014"
"13","23","Raiders","Browns",2014,"browns","10-26-2014"
"17","22","Buccaneers","Browns",2014,"browns","11-02-2014"
"24","03","Browns","Bengals",2014,"browns","11-06-2014"
"23","07","Texans","Browns",2014,"browns","11-16-2014"
"26","24","Browns","Falcons",2014,"browns","11-23-2014"
"10","26","Browns","Bills",2014,"browns","11-30-2014"
"25","24","Colts","Browns",2014,"browns","12-07-2014"
"30","00","Bengals","Browns",2014,"browns","12-14-2014"
"13","17","Browns","Panthers",2014,"browns","12-21-2014"
"10","20","Browns","Ravens",2014,"browns","12-28-2014"
"20","14","Panthers","Buccaneers",2014,"buccaneers","09-07-2014"
"19","17","Rams","Buccaneers",2014,"buccaneers","09-14-2014"
"14","56","Buccaneers","Falcons",2014,"buccaneers","09-18-2014"
"27","24","Buccaneers","Steelers",2014,"buccaneers","09-28-2014"
"31","37","Buccaneers","Saints",2014,"buccaneers","10-05-2014"
"48","17","Ravens","Buccaneers",2014,"buccaneers","10-12-2014"
"19","13","Vikings","Buccaneers",2014,"buccaneers","10-26-2014"
"17","22","Buccaneers","Browns",2014,"buccaneers","11-02-2014"
"27","17","Falcons","Buccaneers",2014,"buccaneers","11-09-2014"
"27","07","Buccaneers","Redskins",2014,"buccaneers","11-16-2014"
"13","21","Buccaneers","Bears",2014,"buccaneers","11-23-2014"
"14","13","Bengals","Buccaneers",2014,"buccaneers","11-30-2014"
"17","34","Buccaneers","Lions",2014,"buccaneers","12-07-2014"
"17","19","Buccaneers","Panthers",2014,"buccaneers","12-14-2014"
"20","03","Packers","Buccaneers",2014,"buccaneers","12-21-2014"
"23","20","Saints","Buccaneers",2014,"buccaneers","12-28-2014"
"28","17","49ers","Cowboys",2014,"49ers","09-07-2014"
"28","20","Bears","49ers",2014,"49ers","09-14-2014"
"14","23","49ers","Cardinals",2014,"49ers","09-21-2014"
"21","26","Eagles","49ers",2014,"49ers","09-28-2014"
"17","22","Chiefs","49ers",2014,"49ers","10-05-2014"
"31","17","49ers","Rams",2014,"49ers","10-13-2014"
"17","42","49ers","Broncos",2014,"49ers","10-19-2014"
"13","10","Rams","49ers",2014,"49ers","11-02-2014"
"27","24","49ers","Saints",2014,"49ers","11-09-2014"
"16","10","49ers","Giants",2014,"49ers","11-16-2014"
"13","17","Redskins","49ers",2014,"49ers","11-23-2014"
"19","03","Seahawks","49ers",2014,"49ers","11-27-2014"
"13","24","49ers","Raiders",2014,"49ers","12-07-2014"
"07","17","49ers","Seahawks",2014,"49ers","12-14-2014"
"38","35","Chargers","49ers",2014,"49ers","12-20-2014"
"17","20","Cardinals","49ers",2014,"49ers","12-28-2014"
"16","36","Packers","Seahawks",2014,"seahawks","09-04-2014"
"21","30","Seahawks","Chargers",2014,"seahawks","09-14-2014"
"20","26","Broncos","Seahawks",2014,"seahawks","09-21-2014"
"27","17","Seahawks","Redskins",2014,"seahawks","10-06-2014"
"30","23","Cowboys","Seahawks",2014,"seahawks","10-12-2014"
"26","28","Seahawks","Rams",2014,"seahawks","10-19-2014"
"13","09","Seahawks","Panthers",2014,"seahawks","10-26-2014"
"24","30","Raiders","Seahawks",2014,"seahawks","11-02-2014"
"17","38","Giants","Seahawks",2014,"seahawks","11-09-2014"
"20","24","Seahawks","Chiefs",2014,"seahawks","11-16-2014"
"03","19","Cardinals","Seahawks",2014,"seahawks","11-23-2014"
"19","03","Seahawks","49ers",2014,"seahawks","11-27-2014"
"24","14","Seahawks","Eagles",2014,"seahawks","12-07-2014"
"07","17","49ers","Seahawks",2014,"seahawks","12-14-2014"
"35","06","Seahawks","Cardinals",2014,"seahawks","12-21-2014"
"06","20","Rams","Seahawks",2014,"seahawks","12-28-2014"
"34","06","Vikings","Rams",2014,"rams","09-07-2014"
"19","17","Rams","Buccaneers",2014,"rams","09-14-2014"
"34","31","Cowboys","Rams",2014,"rams","09-21-2014"
"28","34","Rams","Eagles",2014,"rams","10-05-2014"
"31","17","49ers","Rams",2014,"rams","10-13-2014"
"26","28","Seahawks","Rams",2014,"rams","10-19-2014"
"07","34","Rams","Chiefs",2014,"rams","10-26-2014"
"13","10","Rams","49ers",2014,"rams","11-02-2014"
"14","31","Rams","Cardinals",2014,"rams","11-09-2014"
"07","22","Broncos","Rams",2014,"rams","11-16-2014"
"24","27","Rams","Chargers",2014,"rams","11-23-2014"
"00","52","Raiders","Rams",2014,"rams","11-30-2014"
"24","00","Rams","Redskins",2014,"rams","12-07-2014"
"12","06","Cardinals","Rams",2014,"rams","12-11-2014"
"37","27","Giants","Rams",2014,"rams","12-21-2014"
"06","20","Rams","Seahawks",2014,"rams","12-28-2014"
"17","18","Chargers","Cardinals",2014,"chargers","09-08-2014"
"21","30","Seahawks","Chargers",2014,"chargers","09-14-2014"
"22","10","Chargers","Bills",2014,"chargers","09-21-2014"
"14","33","Jaguars","Chargers",2014,"chargers","09-28-2014"
"00","31","Jets","Chargers",2014,"chargers","10-05-2014"
"31","28","Chargers","Raiders",2014,"chargers","10-12-2014"
"23","20","Chiefs","Chargers",2014,"chargers","10-19-2014"
"21","35","Chargers","Broncos",2014,"chargers","10-23-2014"
"00","37","Chargers","Dolphins",2014,"chargers","11-02-2014"
"06","13","Raiders","Chargers",2014,"chargers","11-16-2014"
"24","27","Rams","Chargers",2014,"chargers","11-23-2014"
"34","33","Chargers","Ravens",2014,"chargers","11-30-2014"
"23","14","Patriots","Chargers",2014,"chargers","12-07-2014"
"22","10","Broncos","Chargers",2014,"chargers","12-14-2014"
"38","35","Chargers","49ers",2014,"chargers","12-20-2014"
"07","19","Chargers","Chiefs",2014,"chargers","12-28-2014"
"14","35","Giants","Lions",2014,"lions","09-08-2014"
"07","24","Lions","Panthers",2014,"lions","09-14-2014"
"07","19","Packers","Lions",2014,"lions","09-21-2014"
"24","17","Lions","Jets",2014,"lions","09-28-2014"
"17","14","Bills","Lions",2014,"lions","10-05-2014"
"17","03","Lions","Vikings",2014,"lions","10-12-2014"
"23","24","Saints","Lions",2014,"lions","10-19-2014"
"22","21","Lions","Falcons",2014,"lions","10-26-2014"
"16","20","Dolphins","Lions",2014,"lions","11-09-2014"
"06","14","Lions","Cardinals",2014,"lions","11-16-2014"
"09","34","Lions","Patriots",2014,"lions","11-23-2014"
"17","34","Bears","Lions",2014,"lions","11-27-2014"
"17","34","Buccaneers","Lions",2014,"lions","12-07-2014"
"14","16","Vikings","Lions",2014,"lions","12-14-2014"
"20","14","Lions","Bears",2014,"lions","12-21-2014"
"20","30","Lions","Packers",2014,"lions","12-28-2014"
"23","20","Bills","Bears",2014,"bills","09-07-2014"
"10","29","Dolphins","Bills",2014,"bills","09-14-2014"
"22","10","Chargers","Bills",2014,"bills","09-21-2014"
"17","23","Bills","Texans",2014,"bills","09-28-2014"
"17","14","Bills","Lions",2014,"bills","10-05-2014"
"37","22","Patriots","Bills",2014,"bills","10-12-2014"
"16","17","Vikings","Bills",2014,"bills","10-19-2014"
"43","23","Bills","Jets",2014,"bills","10-26-2014"
"17","13","Chiefs","Bills",2014,"bills","11-09-2014"
"09","22","Bills","Dolphins",2014,"bills","11-13-2014"
"03","38","Jets","Bills",2014,"bills","11-24-2014"
"10","26","Browns","Bills",2014,"bills","11-30-2014"
"17","24","Bills","Broncos",2014,"bills","12-07-2014"
"13","21","Packers","Bills",2014,"bills","12-14-2014"
"24","26","Bills","Raiders",2014,"bills","12-21-2014"
"17","09","Bills","Patriots",2014,"bills","12-28-2014"
"14","19","Raiders","Jets",2014,"jets","09-07-2014"
"24","31","Jets","Packers",2014,"jets","09-14-2014"
"27","19","Bears","Jets",2014,"jets","09-22-2014"
"24","17","Lions","Jets",2014,"jets","09-28-2014"
"00","31","Jets","Chargers",2014,"jets","10-05-2014"
"31","17","Broncos","Jets",2014,"jets","10-12-2014"
"25","27","Jets","Patriots",2014,"jets","10-16-2014"
"43","23","Bills","Jets",2014,"jets","10-26-2014"
"10","24","Jets","Chiefs",2014,"jets","11-02-2014"
"13","20","Steelers","Jets",2014,"jets","11-09-2014"
"03","38","Jets","Bills",2014,"jets","11-24-2014"
"16","13","Dolphins","Jets",2014,"jets","12-01-2014"
"24","30","Jets","Vikings",2014,"jets","12-07-2014"
"16","11","Jets","Titans",2014,"jets","12-14-2014"
"17","16","Patriots","Jets",2014,"jets","12-21-2014"
